AIRCRAFTS.aid  AIRCRAFTS.aname  AIRCRAFTS.cruisingrange  SCHEDULE.flno  SCHEDULE.aid  
3831	vmxwuzgqms	8862	8797	3831	
11069	nrljtcbwpu	2336	11521	11069	
9140	zrbwqoaqrv	5963	9176	9140	
8633	qiigzzpmrg	2300	10823	8633	
467	pqwjtnuwql	1367	10039	467	
8613	zuxnyraamq	1715	135	8613	
17848	qdlazpneyk	5337	3000	17848	
3161	okyohbvyxj	6987	7174	3161	
13610	nfbsmzanmf	1630	5280	13610	
16962	sysgvghaqk	5837	2169	16962	
17785	kfjwmyiifx	7821	11806	17785	
1225	tyyszvkizd	5095	8468	1225	
11910	ibryklanbx	3772	9791	11910	
7572	septbaferz	5493	11150	7572	
14442	rmytgsssff	5561	2787	14442	
19771	ecgxtcvbqu	7082	11115	19771	
15909	joafkyxyxh	37	4888	15909	
14241	cfckipokog	4211	4215	14241	
7192	tzlkfilaie	9862	8418	7192	
9328	ntcugwrkej	7910	6815	9328	
281	ymobzoerpn	5897	9242	281	
14598	dnixgvgvxs	7894	1829	14598	
1358	eihmjacrmh	6734	5037	1358	
420	ybnpsgrcse	9426	11510	420	
5850	lbawlxtvys	2279	9153	5850	
6918	riudzcnytx	127	9449	6918	
15909	joafkyxyxh	37	9759	15909	
10793	lekduehxme	1241	1037	10793	
2801	zfkxrmaycf	1791	2307	2801	
1954	rzqiwnoqhp	7102	3278	1954	
15559	sgevtfrkaw	8706	9223	15559	
15519	xkndvhkgqj	1907	5894	15519	
19486	lwyeqkvjlu	9219	8583	19486	
13269	jrlbmkfuue	9845	1321	13269	
2766	vwhlifyong	4474	1456	2766	
14651	gtkyhwmpdm	8137	11282	14651	
10305	oamptqlgfw	1040	10156	10305	
18894	dpwdciegpo	6996	10004	18894	
6537	yjcaziuelf	9368	3367	6537	
2866	gunxenfnkj	1255	1854	2866	
420	ybnpsgrcse	9426	6431	420	
14691	gihiwyfhne	193	11800	14691	
17785	kfjwmyiifx	7821	2709	17785	
514	cydohpzpag	2211	3870	514	
15304	ujkjczobzr	2050	11770	15304	
19977	icyxorbpiv	7106	8430	19977	
1089	eciscqtztl	2118	1485	1089	
9962	bsyeyxuqsa	4900	6319	9962	
246	vfogvsrive	3112	5825	246	
15519	xkndvhkgqj	1907	1670	15519	
1298	dqedoqykki	2303	11664	1298	
9173	blnmghwpqt	583	3583	9173	
9999	heitywpzwu	1436	11201	9999	
11910	ibryklanbx	3772	1739	11910	
18541	fmshezznrt	1850	7931	18541	
3301	jeieyenqne	8907	5612	3301	
2122	kkleifmylv	9130	11872	2122	
5657	bjhjvwapil	9010	4708	5657	
3238	ojxmkvzwul	6787	10810	3238	
9163	zqcnlcfzbb	6096	1828	9163	
12637	vgjirxnhma	2929	7461	12637	
7464	xgfjqmyrap	6092	405	7464	
27	wyzzjnoqau	411	5371	27	
3873	gfxetsbvkb	9866	8101	3873	
10675	dwzmpivnrj	6427	1974	10675	
6827	puytwphbme	1674	1956	6827	
5657	bjhjvwapil	9010	5082	5657	
15541	veevyctkpz	9885	9271	15541	
14282	icfbdijave	6661	2032	14282	
10239	vfkkdjctzj	1807	2321	10239	
4890	zmrocmredd	3463	241	4890	
3707	sxsijpkera	3575	1504	3707	
1225	tyyszvkizd	5095	9972	1225	
13214	fslnpjtzlk	1875	2200	13214	
15860	rgfcwzfxeu	8430	4925	15860	
1954	rzqiwnoqhp	7102	10613	1954	
6800	azcmerbboq	8434	9134	6800	
19552	oeefrvmhyc	8952	7081	19552	
17254	rxiailrbqq	8079	6249	17254	
9816	fwcslnvcft	6075	9827	9816	
19251	aisxpgnylb	8299	6935	19251	
15937	zckjrlhlwo	6624	6816	15937	
5067	pjtzczzapw	3916	4937	5067	
1823	xwsiujrolr	9057	10936	1823	
11926	tnftmmjyfq	7775	1225	11926	
16977	yxqijlnsyo	5441	1148	16977	
16127	yczrckurnu	3829	1066	16127	
15411	oaskrckyhn	8393	3805	15411	
17303	khqdugucvr	771	7704	17303	
14691	gihiwyfhne	193	5934	14691	
19239	jbgrfnsxdr	1102	9331	19239	
17314	uffnsprwgu	1976	7634	17314	
19964	toaljrwcvq	9805	2623	19964	
18541	fmshezznrt	1850	1709	18541	
2235	dwwtadwnnv	5956	7173	2235	
15010	ynkbycouov	9325	8654	15010	
2766	vwhlifyong	4474	3965	2766	
9425	lsuucomalc	6784	11146	9425	
19255	uaokqtwkcl	3166	10165	19255	
4959	plfqnlrtbs	9326	8749	4959	
13343	dtzgbitjnh	5004	7063	13343	
9962	bsyeyxuqsa	4900	7987	9962	
6242	qvqzwlmwez	2161	4309	6242	
18541	fmshezznrt	1850	2632	18541	
11893	flxgbutwjl	730	8587	11893	
15519	xkndvhkgqj	1907	9150	15519	
3100	zxpncrxhxk	7631	8344	3100	
9386	tkdawvhpqt	6875	5599	9386	
8380	drwmxxosgv	1525	5334	8380	
16109	lpqizajxru	3442	9615	16109	
6701	mjkhsyhimo	6323	3426	6701	
15507	ntzpqoxbta	6084	5297	15507	
17985	kvddvtcgsf	7114	8702	17985	
8037	bzepglxhvo	4121	8380	8037	
8296	rvyerhzesd	2275	6325	8296	
16965	klzjvyuttv	9147	8324	16965	
16021	ecitregoog	5210	8398	16021	
6157	osgsysuzwp	7384	11520	6157	
15937	zckjrlhlwo	6624	10558	15937	
9973	inciavtufu	329	5146	9973	
10277	shrkdvaiwx	2794	8709	10277	
12527	nhjsdbesjh	9440	8688	12527	
17571	edrpfdovjt	5029	3804	17571	
4890	zmrocmredd	3463	8328	4890	
389	qlvogehtxf	6500	5367	389	
13344	emsjsptunx	8137	8161	13344	
19409	knlmvrzaye	9597	7134	19409	
14241	cfckipokog	4211	359	14241	
9999	heitywpzwu	1436	795	9999	
14372	xwftezwljv	193	11924	14372	
18008	jceshdodmz	2196	6520	18008	
7170	siqqgowgrm	776	7871	7170	
3707	sxsijpkera	3575	6489	3707	
19994	vmkrufbgjh	2345	4051	19994	
17771	cwtzympisz	7214	7800	17771	
17462	dvylzsvrur	2221	4977	17462	
5077	lfdnxaumft	8922	713	5077	
8613	zuxnyraamq	1715	2450	8613	
4183	sxfkhzxllf	4751	3439	4183	
16021	ecitregoog	5210	9080	16021	
8916	upjbgfachj	2203	9426	8916	
18134	ogvauaqfdv	4037	4676	18134	
7112	muwthflrya	7675	7754	7112	
4359	cuzpypijkn	8927	8686	4359	
14205	widdxhqpwt	7235	453	14205	
19907	xfllafciam	6417	1937	19907	
3569	mwgrtnpwmq	9740	5311	3569	
17056	qjfebbqkkv	9910	105	17056	
16300	hsiytqbrru	5828	9933	16300	
14651	gtkyhwmpdm	8137	651	14651	
17254	rxiailrbqq	8079	3333	17254	
15541	veevyctkpz	9885	9711	15541	
17985	kvddvtcgsf	7114	5641	17985	
5077	lfdnxaumft	8922	2327	5077	
7281	dpcdfkkvck	4903	11265	7281	
389	qlvogehtxf	6500	11022	389	
17030	wweqponvrb	8786	6927	17030	
308	dxvyucjprl	4884	5399	308	
18359	bxnnzzsvkc	8990	7902	18359	
7281	dpcdfkkvck	4903	7543	7281	
12569	laqjcejeji	9446	1114	12569	
5077	lfdnxaumft	8922	6616	5077	
8916	upjbgfachj	2203	4550	8916	
1474	sycpphylgw	8043	5155	1474	
7192	tzlkfilaie	9862	5819	7192	
1015	tmxdxjiyut	321	1173	1015	
6800	azcmerbboq	8434	11690	6800	
13414	smfcjxvjpd	8591	5865	13414	
12423	jfzlmdwghh	816	1797	12423	
8296	rvyerhzesd	2275	8924	8296	
7572	septbaferz	5493	9250	7572	
9786	vaeykvuznm	1606	11107	9786	
3734	ppawbylkvr	7984	6063	3734	
19255	uaokqtwkcl	3166	8378	19255	
17178	czxyzbrtur	1205	11674	17178	
10277	shrkdvaiwx	2794	10369	10277	
14203	gmtdlyzeqz	9979	8341	14203	
3836	zrdkzwrhbs	4355	7734	3836	
13703	emfojxnjyk	7236	8114	13703	
15179	iwpyxikwkh	1344	9273	15179	
18638	gkldanoard	6292	7635	18638	
18144	kwadjhqkao	5648	5013	18144	
15755	zrmeklqgww	5033	3720	15755	
7445	ktdwnqeznf	2705	1356	7445	
10036	wdorrjdjau	6845	2352	10036	
9937	mujterhniq	1710	5114	9937	
14012	pnfcgjwpny	6161	11017	14012	
10139	buaictxmbp	7238	6839	10139	
12901	zbuxdtcgna	6499	938	12901	
7445	ktdwnqeznf	2705	3121	7445	
5102	mpjbjdjuyw	2764	8617	5102	
19751	khwnqagwor	2741	7293	19751	
18868	avycvwxzvk	6129	9165	18868	
11055	thovhkuzqu	2290	82	11055	
6315	ydwarpbivc	9018	3827	6315	
6241	tmsefbpmij	4543	1040	6241	
18444	wfkvhioaqn	8820	21	18444	
10903	kvkdfisvap	4298	486	10903	
8771	sumdzubcwv	6729	1717	8771	
12964	lzqrxpjtea	8524	11470	12964	
3842	ewpimgiflv	828	8898	3842	
10378	ufxpampoyl	7256	10304	10378	
4560	nuuxfceatz	1268	6041	4560	
13735	exaehoxqcg	3590	2895	13735	
13393	hjtsblaegc	6486	7496	13393	
16172	ydehwwirlz	382	3813	16172	
5098	ykszybzixo	4038	10473	5098	
17352	vfohttuqho	1921	7062	17352	
7048	vhprnkznnh	8242	2168	7048	
4593	kuhcbpsuel	2797	10163	4593	
7057	wxogurpprd	3906	4509	7057	
12628	mhsbydkekv	8446	4776	12628	
13807	zinrozcymd	156	5666	13807	
7080	rkteurjguy	4466	878	7080	
4475	infdilmzmb	4740	1014	4475	
13822	rgggjfoyfa	7710	10373	13822	
17773	oqeutzpmrq	5355	5061	17773	
18779	gepyufafoz	3451	11015	18779	
2404	dvtpwlxoll	2414	6181	2404	
4471	rusrnpbqgc	79	7917	4471	
10428	fgvrrzsmxf	9495	2807	10428	
15383	spwgjdmvfl	6611	2819	15383	
16574	nnrxjbhokz	5910	9992	16574	
11451	meryfrljib	8337	4741	11451	
18371	fpxmbkuyte	7111	2401	18371	
13822	rgggjfoyfa	7710	1815	13822	
6241	tmsefbpmij	4543	4680	6241	
7970	cqjehceolg	2313	11907	7970	
4732	yuufmuxkrd	4337	9651	4732	
12792	ayishpsrgp	9404	1790	12792	
10112	ztztonvsda	214	10710	10112	
16917	moddwlchib	3075	4553	16917	
4732	yuufmuxkrd	4337	6800	4732	
3842	ewpimgiflv	828	2044	3842	
18779	gepyufafoz	3451	2603	18779	
9998	cyhvfyfsto	5475	5336	9998	
13490	qauedkdigt	2417	4221	13490	
3709	hvqhkohnyh	1784	7507	3709	
4369	coovzkydmz	4456	9743	4369	
1735	igddszruec	2086	11624	1735	
15456	vbtnxzfftw	8395	9952	15456	
19703	bpzurwcwca	7571	1849	19703	
2236	buetlibymm	7962	11122	2236	
5102	mpjbjdjuyw	2764	9843	5102	
11055	thovhkuzqu	2290	8980	11055	
6797	gdmyukyupi	2884	56	6797	
16706	vvjolalfuz	7145	4193	16706	
11460	cwqxqeloan	6014	1233	11460	
1049	hhaztsizlg	2207	1178	1049	
5731	qokndoxmpw	4965	6426	5731	
1674	xzmfdayobq	573	1963	1674	
18868	avycvwxzvk	6129	10614	18868	
2941	meiublchbq	7821	3265	2941	
738	yumkugyvjt	7998	7867	738	
1514	kirpnmzdvr	7503	8550	1514	
16200	xhvfqunant	3416	364	16200	
10256	fgfhuowjus	7237	4921	10256	
13490	qauedkdigt	2417	64	13490	
15992	jwtzxfkpsy	2978	11002	15992	
6219	hunfxbnhyl	2864	4484	6219	
17135	tdlpxkcrfp	3796	4742	17135	
11738	iapaxnavuc	7694	4498	11738	
17617	esewgcdkbn	9411	11648	17617	
12323	zavgrbjntc	1430	11397	12323	
1997	wotynfhemj	5198	1742	1997	
5978	wueuwitaoh	9527	10295	5978	
8931	xulofaqcvj	3962	3389	8931	
10903	kvkdfisvap	4298	6957	10903	
16611	rtirrzplpz	5491	4562	16611	
19962	kxaoamvlwb	9276	6517	19962	
2404	dvtpwlxoll	2414	8274	2404	
7994	foqamrefem	8661	8783	7994	
16060	fhvazharog	3842	2404	16060	
5211	kouyduqway	8549	4812	5211	
18371	fpxmbkuyte	7111	9531	18371	
14428	ahvevhqhyz	6087	2340	14428	
5352	gmtbmrotil	6492	4882	5352	
15179	iwpyxikwkh	1344	4200	15179	
14762	rzxzfknfsv	5595	5842	14762	
19115	rpqjwaqgmh	6368	5388	19115	
15063	fvldgcwtia	5336	7416	15063	
1049	hhaztsizlg	2207	10073	1049	
7936	hxdbgjustz	1346	11239	7936	
11086	kboyomdpmg	6976	1309	11086	
1514	kirpnmzdvr	7503	7222	1514	
2856	njdjyqrtvi	3232	8519	2856	
11454	ajoanybrdu	9648	2398	11454	
1049	hhaztsizlg	2207	8872	1049	
9340	alqththuau	3004	6292	9340	
12246	dmhjqrllxg	107	6623	12246	
11988	wtzuabjwuv	413	11613	11988	
4560	nuuxfceatz	1268	2636	4560	
6297	ctzsbykysj	4768	9206	6297	
11442	oxcdobfifd	9846	10102	11442	
12511	vgucobjeep	4876	9943	12511	
5488	htghgyrmpy	1736	925	5488	
7103	edbiespety	4910	6662	7103	
15063	fvldgcwtia	5336	2846	15063	
3889	mugqfvbvxc	1875	975	3889	
3879	qvyhutjxsy	4291	1721	3879	
2236	buetlibymm	7962	1372	2236	
18106	gwwuvtxpim	2747	1180	18106	
17773	oqeutzpmrq	5355	5760	17773	
125	beibjidnjs	9822	1406	125	
2010	ugdcvcoppt	3116	7188	2010	
16574	nnrxjbhokz	5910	10782	16574	
19382	gswglkcruj	1269	6309	19382	
14428	ahvevhqhyz	6087	7100	14428	
4130	kzyxizqxhr	6383	7061	4130	
5211	kouyduqway	8549	10607	5211	
13703	emfojxnjyk	7236	8447	13703	
13299	xnyezgilvw	6423	6042	13299	
11454	ajoanybrdu	9648	9612	11454	
19382	gswglkcruj	1269	1477	19382	
12806	lgjfkwxjfa	2462	6750	12806	
16706	vvjolalfuz	7145	8634	16706	
1398	jnepgtxoaz	909	11952	1398	
19751	khwnqagwor	2741	7156	19751	
1514	kirpnmzdvr	7503	7746	1514	
3173	lhdtbpjsho	8730	9888	3173	
12492	uzrpjyysqi	9963	7425	12492	
19751	khwnqagwor	2741	10509	19751	
5978	wueuwitaoh	9527	9138	5978	
17237	ideckkppmf	381	5951	17237	
9550	reifanlloo	891	206	9550	
10036	wdorrjdjau	6845	9270	10036	
6523	itgsplfcrc	1529	4195	6523	
11922	tafgzcacsk	5315	9481	11922	
13735	exaehoxqcg	3590	4598	13735	
12363	wvpvezdfrb	6912	1118	12363	
1514	kirpnmzdvr	7503	10169	1514	
6552	ffottegiqn	796	10500	6552	
12158	ualyzyvgbc	4535	11138	12158	
5731	qokndoxmpw	4965	249	5731	
16105	ivkysuhenj	371	4192	16105	
4624	rivbjqkrep	3587	4683	4624	
14926	enmrtevkoq	9712	7109	14926	
14764	fwbdxxudbh	3988	6825	14764	
16994	lsuajhztly	9978	2980	16994	
19703	bpzurwcwca	7571	9302	19703	
6241	tmsefbpmij	4543	8548	6241	
7028	kzkecwcwkl	2754	3795	7028	
8503	azfhtnokug	2805	6128	8503	
19234	evtqeehuhm	22	11877	19234	
15179	iwpyxikwkh	1344	9635	15179	
6449	gnsfazvfsj	6873	971	6449	
4624	rivbjqkrep	3587	11544	4624	
10903	kvkdfisvap	4298	4500	10903	
18492	olwsbvyydc	4170	537	18492	
17333	xtkoiswqyo	1269	9779	17333	
13535	ohsipinhxn	5781	9568	13535	
13862	dyudktyxqc	4221	4131	13862	
10968	seooedswyh	5925	5628	10968	
9416	atepcozimj	67	7557	9416	
2310	gxcbmmruaf	3752	10467	2310	
12609	vlouonamxm	419	9741	12609	
3772	cddmxahbju	3317	10278	3772	
18295	kfvwturuaw	9533	8008	18295	
5275	rqwrtzojnj	5918	5531	5275	
12609	vlouonamxm	419	3871	12609	
10763	ljunedxwzb	8337	11443	10763	
11086	kboyomdpmg	6976	5355	11086	
875	ovzzozrtcs	8019	6434	875	
11645	hluusrgoxc	6746	2366	11645	
6449	gnsfazvfsj	6873	3039	6449	
14012	pnfcgjwpny	6161	2671	14012	
6925	zotoxyzitq	493	761	6925	
4762	ocgunbscbx	3560	4065	4762	
12592	zlvoyabuux	7495	3453	12592	
100	debzizrkuf	5666	2984	100	
13609	hmwadqjtxk	7970	5063	13609	
3152	jxcbtacvcv	3617	10824	3152	
7202	abfljgjjof	377	5064	7202	
12559	obovyxbzhv	8787	4956	12559	
4044	sqiuknvrxa	691	9276	4044	
12352	fohwanfhoy	2098	2906	12352	
17363	znicyppvmr	8349	3306	17363	
689	ybqbaxnzrt	3128	4210	689	
15738	fnfntjejdz	3704	9824	15738	
7651	lwgvtqygqg	9239	340	7651	
6852	gtgnttijzw	8744	3567	6852	
16551	atffjflvkn	7724	4442	16551	
12909	suczsktajq	400	1264	12909	
3666	wqwqwjqpnw	8490	3685	3666	
15701	qkynsotigh	4575	4345	15701	
1918	vqvvppaufg	7086	8403	1918	
410	uezfjvrmjw	157	6819	410	
17053	mbustlzfxo	9664	177	17053	
17363	znicyppvmr	8349	5237	17363	
7740	cralomycew	9860	4986	7740	
64	saqyodxtgy	3833	2046	64	
16806	fsdgwlhpmo	4173	8542	16806	
15216	snjhpqdiry	4242	10110	15216	
3312	scwualaeik	78	6540	3312	
3054	luybcrscfp	9206	3128	3054	
9693	fwpocflqej	7074	8224	9693	
12352	fohwanfhoy	2098	3991	12352	
5241	ehjsqvfypa	6298	8908	5241	
12028	efemuvterg	3341	2620	12028	
9183	owpstfabhi	6445	2316	9183	
9110	rcwcorjica	1663	7005	9110	
18655	zksaszsqbn	6457	3522	18655	
16277	ycniufcokt	5271	3823	16277	
17658	iffabopqtp	936	7630	17658	
2511	rwtbavrora	6615	2254	2511	
5864	pyuxpbeqaw	3347	1776	5864	
11195	fpcmninupe	4579	8670	11195	
18594	pfpsmqcqic	1100	3387	18594	
8954	xpqgucuhyf	3941	2022	8954	
3666	wqwqwjqpnw	8490	5855	3666	
10928	qnsheyetqv	5155	6272	10928	
12909	suczsktajq	400	5547	12909	
4039	pdrbvdeteg	6897	6121	4039	
8267	qxdoqbpnsd	9257	4791	8267	
9291	qrgbejmuvx	325	8903	9291	
6798	vlbdgjhmvv	9569	9333	6798	
5258	vzmtexghfv	4256	833	5258	
4466	udlqltwuki	733	6845	4466	
3694	dqsbfbakgt	5930	4222	3694	
11035	udhjgeqmyw	5265	10899	11035	
6316	dfuuxhcpij	5675	5931	6316	
8838	vdesggzdij	8426	3154	8838	
19727	dudkioqzkp	5430	7538	19727	
10486	ijjjkgvgco	8440	208	10486	
7956	fjquqnfzyf	3929	1202	7956	
100	debzizrkuf	5666	6120	100	
3054	luybcrscfp	9206	1780	3054	
18322	xqhhppjqpv	7191	10170	18322	
4856	lroosbolwd	9295	3549	4856	
15816	excrjfbwja	7538	11019	15816	
18589	vkgmzdbdvf	294	11722	18589	
12858	cfuetiycvj	887	6092	12858	
6284	rchfgzsfwe	5524	3869	6284	
11940	ngrjohchck	500	4989	11940	
17053	mbustlzfxo	9664	4486	17053	
